"Sample","Time","Decoder","Ann Row","Ann Class","Value",
"8977256","8.977 s","I²C","Address/data","ACK","ACK",
"8977282","8.977 s","I²C","Address/data","Stop condition","Stop",
"9026900","9.027 s","I²C","Address/data","Start condition","Start",
"9026928","9.027 s","I²C","Address/data","Address write","Address write: 28",
"9027039","9.027 s","I²C","Address/data","Address write","Write",
"9027074","9.027 s","I²C","Address/data","ACK","ACK",
"9027092","9.027 s","I²C","Address/data","Data write","Data write: 03",
"9027236","9.027 s","I²C","Address/data","ACK","ACK",
"9027261","9.027 s","I²C","Address/data","Stop condition","Stop",
"9027271","9.027 s","I²C","Address/data","Start condition","Start",
"9027288","9.027 s","I²C","Address/data","Address read","Address read: 28",
"9027398","9.027 s","I²C","Address/data","Address read","Read",
"9027470","9.027 s","I²C","Address/data","ACK","ACK",
"9027486","9.027 s","I²C","Address/data","Data read","Data read: 80",
"9027613","9.028 s","I²C","Address/data","ACK","ACK",
"9027646","9.028 s","I²C","Address/data","Data read","Data read: 00",
"9027773","9.028 s","I²C","Address/data","NACK","NACK",
"9027813","9.028 s","I²C","Address/data","Stop condition","Stop",
"9027863","9.028 s","I²C","Address/data","Start condition","Start",
"9027891","9.028 s","I²C","Address/data","Address write","Address write: 28",
"9028002","9.028 s","I²C","Address/data","Address write","Write",
"9028064","9.028 s","I²C","Address/data","ACK","ACK",
"9028082","9.028 s","I²C","Address/data","Data write","Data write: 00",
"9028233","9.028 s","I²C","Address/data","ACK","ACK",
"9028251","9.028 s","I²C","Address/data","Data write","Data write: 02",
"9028405","9.028 s","I²C","Address/data","ACK","ACK",
"9028444","9.028 s","I²C","Address/data","Stop condition","Stop",
"9077966","9.078 s","I²C","Address/data","Start condition","Start",
"9077994","9.078 s","I²C","Address/data","Address write","Address write: 28",
"9078105","9.078 s","I²C","Address/data","Address write","Write",
"9078141","9.078 s","I²C","Address/data","ACK","ACK",
"9078158","9.078 s","I²C","Address/data","Data write","Data write: 03",
"9078301","9.078 s","I²C","Address/data","ACK","ACK",
"9078327","9.078 s","I²C","Address/data","Stop condition","Stop",
"9078337","9.078 s","I²C","Address/data","Start condition","Start",
"9078354","9.078 s","I²C","Address/data","Address read","Address read: 28",
"9078465","9.078 s","I²C","Address/data","Address read","Read",
"9078504","9.079 s","I²C","Address/data","ACK","ACK",
"9078521","9.079 s","I²C","Address/data","Data read","Data read: 80",
"9078648","9.079 s","I²C","Address/data","ACK","ACK",
"9078680","9.079 s","I²C","Address/data","Data read","Data read: 00",
"9078807","9.079 s","I²C","Address/data","NACK","NACK",
"9078847","9.079 s","I²C","Address/data","Stop condition","Stop",
"9078934","9.079 s","I²C","Address/data","Start condition","Start",
"9078962","9.079 s","I²C","Address/data","Address write","Address write: 28",
"9079073","9.079 s","I²C","Address/data","Address write","Write",
"9079108","9.079 s","I²C","Address/data","ACK","ACK",
"9079127","9.079 s","I²C","Address/data","Data write","Data write: 00",
"9079271","9.079 s","I²C","Address/data","ACK","ACK",
"9079289","9.079 s","I²C","Address/data","Data write","Data write: 02",
"9079434","9.079 s","I²C","Address/data","ACK","ACK",
"9079460","9.079 s","I²C","Address/data","Stop condition","Stop",
"9129076","9.129 s","I²C","Address/data","Start condition","Start",
"9129104","9.129 s","I²C","Address/data","Address write","Address write: 28",
"9129215","9.129 s","I²C","Address/data","Address write","Write",
"9129250","9.129 s","I²C","Address/data","ACK","ACK",
"9129267","9.129 s","I²C","Address/data","Data write","Data write: 03",
"9129411","9.129 s","I²C","Address/data","ACK","ACK",
"9129447","9.129 s","I²C","Address/data","Repeat start condition","Start repeat",
"9129463","9.129 s","I²C","Address/data","Address read","Address read: 28",
"9129574","9.130 s","I²C","Address/data","Address read","Read",
"9129613","9.130 s","I²C","Address/data","ACK","ACK",
"9129628","9.130 s","I²C","Address/data","Data read","Data read: 80",
"9129755","9.130 s","I²C","Address/data","ACK","ACK",
"9129816","9.130 s","I²C","Address/data","Data read","Data read: 00",
"9129943","9.130 s","I²C","Address/data","NACK","NACK",
"9129993","9.130 s","I²C","Address/data","Stop condition","Stop",
"9130039","9.130 s","I²C","Address/data","Start condition","Start",
"9130067","9.130 s","I²C","Address/data","Address write","Address write: 28",
"9130178","9.130 s","I²C","Address/data","Address write","Write",
"9130245","9.130 s","I²C","Address/data","ACK","ACK",
"9130263","9.130 s","I²C","Address/data","Data write","Data write: 00",
"9130413","9.130 s","I²C","Address/data","ACK","ACK",
"9130432","9.130 s","I²C","Address/data","Data write","Data write: 02",
"9130586","9.131 s","I²C","Address/data","ACK","ACK",
"9130625","9.131 s","I²C","Address/data","Stop condition","Stop",
"9180142","9.180 s","I²C","Address/data","Start condition","Start",
"9180170","9.180 s","I²C","Address/data","Address write","Address write: 28",
"9180281","9.180 s","I²C","Address/data","Address write","Write",
"9180316","9.180 s","I²C","Address/data","ACK","ACK",
"9180333","9.180 s","I²C","Address/data","Data write","Data write: 03",
"9180478","9.180 s","I²C","Address/data","ACK","ACK",
"9180513","9.181 s","I²C","Address/data","Repeat start condition","Start repeat",
"9180529","9.181 s","I²C","Address/data","Address read","Address read: 28",
"9180640","9.181 s","I²C","Address/data","Address read","Read",
"9180679","9.181 s","I²C","Address/data","ACK","ACK",
"9180694","9.181 s","I²C","Address/data","Data read","Data read: 40",
"9180821","9.181 s","I²C","Address/data","ACK","ACK",
"9180854","9.181 s","I²C","Address/data","Data read","Data read: 00",
"9180981","9.181 s","I²C","Address/data","NACK","NACK",
"9181021","9.181 s","I²C","Address/data","Stop condition","Stop",
"9181110","9.181 s","I²C","Address/data","Start condition","Start",
"9181138","9.181 s","I²C","Address/data","Address write","Address write: 28",
"9181248","9.181 s","I²C","Address/data","Address write","Write",
"9181284","9.181 s","I²C","Address/data","ACK","ACK",
"9181302","9.181 s","I²C","Address/data","Data write","Data write: 00",
"9181447","9.181 s","I²C","Address/data","ACK","ACK",
"9181465","9.181 s","I²C","Address/data","Data write","Data write: 02",
"9181610","9.182 s","I²C","Address/data","ACK","ACK",
"9181635","9.182 s","I²C","Address/data","Stop condition","Stop",
"9231252","9.231 s","I²C","Address/data","Start condition","Start",
"9231280","9.231 s","I²C","Address/data","Address write","Address write: 28",
"9231391","9.231 s","I²C","Address/data","Address write","Write",
"9231426","9.231 s","I²C","Address/data","ACK","ACK",
"9231443","9.231 s","I²C","Address/data","Data write","Data write: 03",
"9231587","9.232 s","I²C","Address/data","ACK","ACK",
"9231612","9.232 s","I²C","Address/data","Stop condition","Stop",
"9231622","9.232 s","I²C","Address/data","Start condition","Start",
"9231639","9.232 s","I²C","Address/data","Address read","Address read: 28",
"9231750","9.232 s","I²C","Address/data","Address read","Read",
"9231788","9.232 s","I²C","Address/data","ACK","ACK",
"9231804","9.232 s","I²C","Address/data","Data read","Data read: 40",
"9231931","9.232 s","I²C","Address/data","ACK","ACK",
"9231995","9.232 s","I²C","Address/data","Data read","Data read: 00",
"9232121","9.232 s","I²C","Address/data","NACK","NACK",
"9232172","9.232 s","I²C","Address/data","Stop condition","Stop",
"9232226","9.232 s","I²C","Address/data","Start condition","Start",
"9232242","9.232 s","I²C","Address/data","Address write","Address write: 28",
"9232353","9.232 s","I²C","Address/data","Address write","Write",
"9232389","9.232 s","I²C","Address/data","ACK","ACK",
"9232407","9.232 s","I²C","Address/data","Data write","Data write: 00",
"9232552","9.233 s","I²C","Address/data","ACK","ACK",
"9232570","9.233 s","I²C","Address/data","Data write","Data write: 02",
"9232715","9.233 s","I²C","Address/data","ACK","ACK",
"9232740","9.233 s","I²C","Address/data","Stop condition","Stop",
"9282318","9.282 s","I²C","Address/data","Start condition","Start",
"9282346","9.282 s","I²C","Address/data","Address write","Address write: 28",
"9282457","9.282 s","I²C","Address/data","Address write","Write",
"9282492","9.282 s","I²C","Address/data","ACK","ACK",
"9282509","9.283 s","I²C","Address/data","Data write","Data write: 03",
"9282658","9.283 s","I²C","Address/data","ACK","ACK",
"9282683","9.283 s","I²C","Address/data","Stop condition","Stop",
"9282693","9.283 s","I²C","Address/data","Start condition","Start",
"9282710","9.283 s","I²C","Address/data","Address read","Address read: 28",
"9282821","9.283 s","I²C","Address/data","Address read","Read",
"9282860","9.283 s","I²C","Address/data","ACK","ACK",
"9282875","9.283 s","I²C","Address/data","Data read","Data read: 40",
"9283001","9.283 s","I²C","Address/data","ACK","ACK",
"9283035","9.283 s","I²C","Address/data","Data read","Data read: 00",
"9283162","9.283 s","I²C","Address/data","NACK","NACK",
"9283201","9.283 s","I²C","Address/data","Stop condition","Stop",
"9283290","9.283 s","I²C","Address/data","Start condition","Start",
"9283318","9.283 s","I²C","Address/data","Address write","Address write: 28",
"9283429","9.283 s","I²C","Address/data","Address write","Write",
"9283464","9.283 s","I²C","Address/data","ACK","ACK",
"9283483","9.283 s","I²C","Address/data","Data write","Data write: 00",
"9283627","9.284 s","I²C","Address/data","ACK","ACK",
"9283645","9.284 s","I²C","Address/data","Data write","Data write: 02",
"9283790","9.284 s","I²C","Address/data","ACK","ACK",
"9283816","9.284 s","I²C","Address/data","Stop condition","Stop",
"9333427","9.333 s","I²C","Address/data","Start condition","Start",
"9333455","9.333 s","I²C","Address/data","Address write","Address write: 28",
"9333566","9.334 s","I²C","Address/data","Address write","Write",
"9333601","9.334 s","I²C","Address/data","ACK","ACK",
"9333619","9.334 s","I²C","Address/data","Data write","Data write: 03",
"9333763","9.334 s","I²C","Address/data","ACK","ACK",
"9333798","9.334 s","I²C","Address/data","Repeat start condition","Start repeat",
"9333814","9.334 s","I²C","Address/data","Address read","Address read: 28",
"9333925","9.334 s","I²C","Address/data","Address read","Read",
"9333964","9.334 s","I²C","Address/data","ACK","ACK",
"9333979","9.334 s","I²C","Address/data","Data read","Data read: 40",
"9334106","9.334 s","I²C","Address/data","ACK","ACK",
"9334139","9.334 s","I²C","Address/data","Data read","Data read: 00",
"9334266","9.334 s","I²C","Address/data","NACK","NACK",
"9334320","9.334 s","I²C","Address/data","Stop condition","Stop",
"9334373","9.334 s","I²C","Address/data","Start condition","Start",
"9334401","9.334 s","I²C","Address/data","Address write","Address write: 28",
"9334512","9.335 s","I²C","Address/data","Address write","Write",
"9334547","9.335 s","I²C","Address/data","ACK","ACK",
"9334566","9.335 s","I²C","Address/data","Data write","Data write: 00",
"9334709","9.335 s","I²C","Address/data","ACK","ACK",
"9334728","9.335 s","I²C","Address/data","Data write","Data write: 02",
"9334873","9.335 s","I²C","Address/data","ACK","ACK",
"9334899","9.335 s","I²C","Address/data","Stop condition","Stop",
"9384493","9.384 s","I²C","Address/data","Start condition","Start",
"9384521","9.385 s","I²C","Address/data","Address write","Address write: 28",
"9384632","9.385 s","I²C","Address/data","Address write","Write",
"9384671","9.385 s","I²C","Address/data","ACK","ACK",
"9384689","9.385 s","I²C","Address/data","Data write","Data write: 03",
"9384839","9.385 s","I²C","Address/data","ACK","ACK",
"9384873","9.385 s","I²C","Address/data","Repeat start condition","Start repeat",
"9384890","9.385 s","I²C","Address/data","Address read","Address read: 28",
"9385001","9.385 s","I²C","Address/data","Address read","Read",
"9385040","9.385 s","I²C","Address/data","ACK","ACK",
"9385055","9.385 s","I²C","Address/data","Data read","Data read: 40",
"9385182","9.385 s","I²C","Address/data","ACK","ACK",
"9385215","9.385 s","I²C","Address/data","Data read","Data read: 00",
"9385342","9.385 s","I²C","Address/data","NACK","NACK",
"9385381","9.385 s","I²C","Address/data","Stop condition","Stop",
"9385470","9.385 s","I²C","Address/data","Start condition","Start",
"9385498","9.385 s","I²C","Address/data","Address write","Address write: 28",
"9385609","9.386 s","I²C","Address/data","Address write","Write",
"9385645","9.386 s","I²C","Address/data","ACK","ACK",
"9385663","9.386 s","I²C","Address/data","Data write","Data write: 00",
"9385808","9.386 s","I²C","Address/data","ACK","ACK",
"9385825","9.386 s","I²C","Address/data","Data write","Data write: 02",
"9385970","9.386 s","I²C","Address/data","ACK","ACK",
"9385996","9.386 s","I²C","Address/data","Stop condition","Stop",
"9435603","9.436 s","I²C","Address/data","Start condition","Start",
"9435631","9.436 s","I²C","Address/data","Address write","Address write: 28",
"9435742","9.436 s","I²C","Address/data","Address write","Write",
"9435777","9.436 s","I²C","Address/data","ACK","ACK",
"9435795","9.436 s","I²C","Address/data","Data write","Data write: 03",
"9435939","9.436 s","I²C","Address/data","ACK","ACK",
"9435974","9.436 s","I²C","Address/data","Repeat start condition","Start repeat",
"9435990","9.436 s","I²C","Address/data","Address read","Address read: 28",
"9436101","9.436 s","I²C","Address/data","Address read","Read",
"9436140","9.436 s","I²C","Address/data","ACK","ACK",
"9436155","9.436 s","I²C","Address/data","Data read","Data read: 40",
"9436282","9.436 s","I²C","Address/data","ACK","ACK",
"9436315","9.436 s","I²C","Address/data","Data read","Data read: 00",
"9436442","9.436 s","I²C","Address/data","NACK","NACK",
"9436496","9.436 s","I²C","Address/data","Stop condition","Stop",
"9436549","9.437 s","I²C","Address/data","Start condition","Start",
"9436577","9.437 s","I²C","Address/data","Address write","Address write: 28",
"9436688","9.437 s","I²C","Address/data","Address write","Write",
"9436723","9.437 s","I²C","Address/data","ACK","ACK",
"9436740","9.437 s","I²C","Address/data","Data write","Data write: 00",
"9436884","9.437 s","I²C","Address/data","ACK","ACK",
"9436902","9.437 s","I²C","Address/data","Data write","Data write: 02",
"9437047","9.437 s","I²C","Address/data","ACK","ACK",
"9437087","9.437 s","I²C","Address/data","Stop condition","Stop",
"9486669","9.487 s","I²C","Address/data","Start condition","Start",
"9486697","9.487 s","I²C","Address/data","Address write","Address write: 28",
"9486808","9.487 s","I²C","Address/data","Address write","Write",
"9486851","9.487 s","I²C","Address/data","ACK","ACK",
"9486868","9.487 s","I²C","Address/data","Data write","Data write: 03",
"9487019","9.487 s","I²C","Address/data","ACK","ACK",
"9487044","9.487 s","I²C","Address/data","Stop condition","Stop",
"9487054","9.487 s","I²C","Address/data","Start condition","Start",
"9487071","9.487 s","I²C","Address/data","Address read","Address read: 28",
"9487182","9.487 s","I²C","Address/data","Address read","Read",
"9487220","9.487 s","I²C","Address/data","ACK","ACK",
"9487236","9.487 s","I²C","Address/data","Data read","Data read: 40",
"9487363","9.487 s","I²C","Address/data","ACK","ACK",
"9487396","9.487 s","I²C","Address/data","Data read","Data read: 00",
"9487523","9.488 s","I²C","Address/data","NACK","NACK",
"9487563","9.488 s","I²C","Address/data","Stop condition","Stop",
"9487651","9.488 s","I²C","Address/data","Start condition","Start",
"9487679","9.488 s","I²C","Address/data","Address write","Address write: 28",
"9487790","9.488 s","I²C","Address/data","Address write","Write",
"9487826","9.488 s","I²C","Address/data","ACK","ACK",
"9487844","9.488 s","I²C","Address/data","Data write","Data write: 00",
"9487988","9.488 s","I²C","Address/data","ACK","ACK",
"9488006","9.488 s","I²C","Address/data","Data write","Data write: 02",
"9488151","9.488 s","I²C","Address/data","ACK","ACK",
"9488177","9.488 s","I²C","Address/data","Stop condition","Stop",
"9537779","9.538 s","I²C","Address/data","Start condition","Start",
"9537807","9.538 s","I²C","Address/data","Address write","Address write: 28",
"9537918","9.538 s","I²C","Address/data","Address write","Write",
"9537953","9.538 s","I²C","Address/data","ACK","ACK",
"9537971","9.538 s","I²C","Address/data","Data write","Data write: 03",
"9538114","9.538 s","I²C","Address/data","ACK","ACK",
"9538150","9.538 s","I²C","Address/data","Repeat start condition","Start repeat",
"9538166","9.538 s","I²C","Address/data","Address read","Address read: 28",
"9538277","9.538 s","I²C","Address/data","Address read","Read",
"9538316","9.538 s","I²C","Address/data","ACK","ACK",
"9538331","9.538 s","I²C","Address/data","Data read","Data read: 40",
"9538458","9.538 s","I²C","Address/data","ACK","ACK",
"9538492","9.538 s","I²C","Address/data","Data read","Data read: 00",
"9538619","9.539 s","I²C","Address/data","NACK","NACK",
"9538672","9.539 s","I²C","Address/data","Stop condition","Stop",
"9538725","9.539 s","I²C","Address/data","Start condition","Start",
"9538753","9.539 s","I²C","Address/data","Address write","Address write: 28",
"9538864","9.539 s","I²C","Address/data","Address write","Write",
"9538899","9.539 s","I²C","Address/data","ACK","ACK",
"9538918","9.539 s","I²C","Address/data","Data write","Data write: 00",
"9539061","9.539 s","I²C","Address/data","ACK","ACK",
"9539080","9.539 s","I²C","Address/data","Data write","Data write: 02",
"9539225","9.539 s","I²C","Address/data","ACK","ACK",
"9539261","9.539 s","I²C","Address/data","Stop condition","Stop",
"9588845","9.589 s","I²C","Address/data","Start condition","Start",
"9588873","9.589 s","I²C","Address/data","Address write","Address write: 28",
"9588984","9.589 s","I²C","Address/data","Address write","Write",
"9589027","9.589 s","I²C","Address/data","ACK","ACK",
"9589044","9.589 s","I²C","Address/data","Data write","Data write: 03",
"9589195","9.589 s","I²C","Address/data","ACK","ACK",
"9589220","9.589 s","I²C","Address/data","Stop condition","Stop",
"9589230","9.589 s","I²C","Address/data","Start condition","Start",
"9589247","9.589 s","I²C","Address/data","Address read","Address read: 28",
"9589358","9.589 s","I²C","Address/data","Address read","Read",
"9589397","9.589 s","I²C","Address/data","ACK","ACK",
"9589414","9.589 s","I²C","Address/data","Data read","Data read: 40",
"9589541","9.590 s","I²C","Address/data","ACK","ACK",
"9589574","9.590 s","I²C","Address/data","Data read","Data read: 00",
"9589701","9.590 s","I²C","Address/data","NACK","NACK",
"9589741","9.590 s","I²C","Address/data","Stop condition","Stop",
"9589841","9.590 s","I²C","Address/data","Start condition","Start",
"9589857","9.590 s","I²C","Address/data","Address write","Address write: 28",
"9589968","9.590 s","I²C","Address/data","Address write","Write",
"9590003","9.590 s","I²C","Address/data","ACK","ACK",
"9590020","9.590 s","I²C","Address/data","Data write","Data write: 00",
"9590164","9.590 s","I²C","Address/data","ACK","ACK",
"9590182","9.590 s","I²C","Address/data","Data write","Data write: 02",
"9590327","9.590 s","I²C","Address/data","ACK","ACK",
"9590353","9.590 s","I²C","Address/data","Stop condition","Stop",
"9639955","9.640 s","I²C","Address/data","Start condition","Start",
"9639983","9.640 s","I²C","Address/data","Address write","Address write: 28",
"9640094","9.640 s","I²C","Address/data","Address write","Write",
"9640130","9.640 s","I²C","Address/data","ACK","ACK",
"9640147","9.640 s","I²C","Address/data","Data write","Data write: 03",
"9640291","9.640 s","I²C","Address/data","ACK","ACK",
"9640326","9.640 s","I²C","Address/data","Repeat start condition","Start repeat",
"9640342","9.640 s","I²C","Address/data","Address read","Address read: 28",
"9640453","9.640 s","I²C","Address/data","Address read","Read",
"9640493","9.640 s","I²C","Address/data","ACK","ACK",
"9640510","9.641 s","I²C","Address/data","Data read","Data read: 40",
"9640637","9.641 s","I²C","Address/data","ACK","ACK",
"9640670","9.641 s","I²C","Address/data","Data read","Data read: 00",
"9640796","9.641 s","I²C","Address/data","NACK","NACK",
"9640851","9.641 s","I²C","Address/data","Stop condition","Stop",
"9640904","9.641 s","I²C","Address/data","Start condition","Start",
"9640932","9.641 s","I²C","Address/data","Address write","Address write: 28",
"9641043","9.641 s","I²C","Address/data","Address write","Write",
"9641078","9.641 s","I²C","Address/data","ACK","ACK",
"9641097","9.641 s","I²C","Address/data","Data write","Data write: 00",
"9641240","9.641 s","I²C","Address/data","ACK","ACK",
"9641259","9.641 s","I²C","Address/data","Data write","Data write: 02",
"9641404","9.641 s","I²C","Address/data","ACK","ACK",
"9641440","9.641 s","I²C","Address/data","Stop condition","Stop",
"9691021","9.691 s","I²C","Address/data","Start condition","Start",
"9691049","9.691 s","I²C","Address/data","Address write","Address write: 28",
"9691160","9.691 s","I²C","Address/data","Address write","Write",
"9691205","9.691 s","I²C","Address/data","ACK","ACK",
"9691222","9.691 s","I²C","Address/data","Data write","Data write: 03",
"9691374","9.691 s","I²C","Address/data","ACK","ACK",
"9691409","9.691 s","I²C","Address/data","Repeat start condition","Start repeat",
"9691425","9.691 s","I²C","Address/data","Address read","Address read: 28",
"9691536","9.692 s","I²C","Address/data","Address read","Read",
"9691575","9.692 s","I²C","Address/data","ACK","ACK",
"9691590","9.692 s","I²C","Address/data","Data read","Data read: 40",
"9691717","9.692 s","I²C","Address/data","ACK","ACK",
"9691749","9.692 s","I²C","Address/data","Data read","Data read: 00",
"9691876","9.692 s","I²C","Address/data","NACK","NACK",
"9691916","9.692 s","I²C","Address/data","Stop condition","Stop",
"9692003","9.692 s","I²C","Address/data","Start condition","Start",
"9692031","9.692 s","I²C","Address/data","Address write","Address write: 28",
"9692142","9.692 s","I²C","Address/data","Address write","Write",
"9692177","9.692 s","I²C","Address/data","ACK","ACK",
"9692196","9.692 s","I²C","Address/data","Data write","Data write: 00",
"9692340","9.692 s","I²C","Address/data","ACK","ACK",
"9692358","9.692 s","I²C","Address/data","Data write","Data write: 02",
"9692503","9.693 s","I²C","Address/data","ACK","ACK",
"9692529","9.693 s","I²C","Address/data","Stop condition","Stop",
"9742131","9.742 s","I²C","Address/data","Start condition","Start",
"9742159","9.742 s","I²C","Address/data","Address write","Address write: 28",
"9742270","9.742 s","I²C","Address/data","Address write","Write",
"9742305","9.742 s","I²C","Address/data","ACK","ACK",
"9742323","9.742 s","I²C","Address/data","Data write","Data write: 03",
"9742467","9.742 s","I²C","Address/data","ACK","ACK",
"9742502","9.743 s","I²C","Address/data","Repeat start condition","Start repeat",
"9742518","9.743 s","I²C","Address/data","Address read","Address read: 28",
"9742629","9.743 s","I²C","Address/data","Address read","Read",
"9742668","9.743 s","I²C","Address/data","ACK","ACK",
"9742683","9.743 s","I²C","Address/data","Data read","Data read: 40",
"9742810","9.743 s","I²C","Address/data","ACK","ACK",
"9742843","9.743 s","I²C","Address/data","Data read","Data read: 00",
"9742969","9.743 s","I²C","Address/data","NACK","NACK",
"9743022","9.743 s","I²C","Address/data","Stop condition","Stop",
"9743075","9.743 s","I²C","Address/data","Start condition","Start",
"9743103","9.743 s","I²C","Address/data","Address write","Address write: 28",
"9743214","9.743 s","I²C","Address/data","Address write","Write",
"9743249","9.743 s","I²C","Address/data","ACK","ACK",
"9743268","9.743 s","I²C","Address/data","Data write","Data write: 00",
"9743412","9.743 s","I²C","Address/data","ACK","ACK",
"9743430","9.743 s","I²C","Address/data","Data write","Data write: 02",
"9743576","9.744 s","I²C","Address/data","ACK","ACK",
"9743615","9.744 s","I²C","Address/data","Stop condition","Stop",
"9793197","9.793 s","I²C","Address/data","Start condition","Start",
"9793225","9.793 s","I²C","Address/data","Address write","Address write: 28",
"9793336","9.793 s","I²C","Address/data","Address write","Write",
"9793382","9.793 s","I²C","Address/data","ACK","ACK",
"9793400","9.793 s","I²C","Address/data","Data write","Data write: 03",
"9793552","9.794 s","I²C","Address/data","ACK","ACK",
"9793577","9.794 s","I²C","Address/data","Stop condition","Stop",
"9793587","9.794 s","I²C","Address/data","Start condition","Start",
"9793604","9.794 s","I²C","Address/data","Address read","Address read: 28",
"9793714","9.794 s","I²C","Address/data","Address read","Read",
"9793753","9.794 s","I²C","Address/data","ACK","ACK",
"9793769","9.794 s","I²C","Address/data","Data read","Data read: 40",
"9793895","9.794 s","I²C","Address/data","ACK","ACK",
"9793928","9.794 s","I²C","Address/data","Data read","Data read: 00",
"9794054","9.794 s","I²C","Address/data","NACK","NACK",
"9794094","9.794 s","I²C","Address/data","Stop condition","Stop",
"9794193","9.794 s","I²C","Address/data","Start condition","Start",
"9794209","9.794 s","I²C","Address/data","Address write","Address write: 28",
"9794320","9.794 s","I²C","Address/data","Address write","Write",
"9794356","9.794 s","I²C","Address/data","ACK","ACK",
"9794374","9.794 s","I²C","Address/data","Data write","Data write: 00",
"9794518","9.795 s","I²C","Address/data","ACK","ACK",
"9794537","9.795 s","I²C","Address/data","Data write","Data write: 02",
"9794681","9.795 s","I²C","Address/data","ACK","ACK",
"9794707","9.795 s","I²C","Address/data","Stop condition","Stop",
"9844307","9.844 s","I²C","Address/data","Start condition","Start",
"9844335","9.844 s","I²C","Address/data","Address write","Address write: 28",
"9844446","9.844 s","I²C","Address/data","Address write","Write",
"9844482","9.844 s","I²C","Address/data","ACK","ACK",
"9844499","9.844 s","I²C","Address/data","Data write","Data write: 03",
"9844643","9.845 s","I²C","Address/data","ACK","ACK",
"9844678","9.845 s","I²C","Address/data","Repeat start condition","Start repeat",
"9844694","9.845 s","I²C","Address/data","Address read","Address read: 28",
"9844805","9.845 s","I²C","Address/data","Address read","Read",
"9844845","9.845 s","I²C","Address/data","ACK","ACK",
"9844862","9.845 s","I²C","Address/data","Data read","Data read: 40",
"9844989","9.845 s","I²C","Address/data","ACK","ACK",
"9845021","9.845 s","I²C","Address/data","Data read","Data read: 00",
"9845148","9.845 s","I²C","Address/data","NACK","NACK",
"9845200","9.845 s","I²C","Address/data","Stop condition","Stop",
"9845253","9.845 s","I²C","Address/data","Start condition","Start",
"9845281","9.845 s","I²C","Address/data","Address write","Address write: 28",
"9845392","9.845 s","I²C","Address/data","Address write","Write",
"9845428","9.845 s","I²C","Address/data","ACK","ACK",
"9845446","9.845 s","I²C","Address/data","Data write","Data write: 00",
"9845590","9.846 s","I²C","Address/data","ACK","ACK",
"9845608","9.846 s","I²C","Address/data","Data write","Data write: 02",
"9845753","9.846 s","I²C","Address/data","ACK","ACK",
"9845794","9.846 s","I²C","Address/data","Stop condition","Stop",
"9895373","9.895 s","I²C","Address/data","Start condition","Start",
"9895401","9.895 s","I²C","Address/data","Address write","Address write: 28",
"9895512","9.896 s","I²C","Address/data","Address write","Write",
"9895556","9.896 s","I²C","Address/data","ACK","ACK",
"9895574","9.896 s","I²C","Address/data","Data write","Data write: 03",
"9895725","9.896 s","I²C","Address/data","ACK","ACK",
"9895761","9.896 s","I²C","Address/data","Repeat start condition","Start repeat",
"9895777","9.896 s","I²C","Address/data","Address read","Address read: 28",
"9895888","9.896 s","I²C","Address/data","Address read","Read",
"9895927","9.896 s","I²C","Address/data","ACK","ACK",
"9895942","9.896 s","I²C","Address/data","Data read","Data read: 40",
"9896069","9.896 s","I²C","Address/data","ACK","ACK",
"9896102","9.896 s","I²C","Address/data","Data read","Data read: 00",
"9896229","9.896 s","I²C","Address/data","NACK","NACK",
"9896270","9.896 s","I²C","Address/data","Stop condition","Stop",
"9896369","9.896 s","I²C","Address/data","Start condition","Start",
"9896385","9.896 s","I²C","Address/data","Address write","Address write: 28",
"9896496","9.896 s","I²C","Address/data","Address write","Write",
"9896531","9.897 s","I²C","Address/data","ACK","ACK",
"9896548","9.897 s","I²C","Address/data","Data write","Data write: 00",
"9896692","9.897 s","I²C","Address/data","ACK","ACK",
"9896710","9.897 s","I²C","Address/data","Data write","Data write: 02",
"9896856","9.897 s","I²C","Address/data","ACK","ACK",
"9896881","9.897 s","I²C","Address/data","Stop condition","Stop",
"9946496","9.946 s","I²C","Address/data","Start condition","Start",
"9946524","9.947 s","I²C","Address/data","Address write","Address write: 28",
"9946635","9.947 s","I²C","Address/data","Address write","Write",
"9946670","9.947 s","I²C","Address/data","ACK","ACK",
"9946687","9.947 s","I²C","Address/data","Data write","Data write: 03",
"9946832","9.947 s","I²C","Address/data","ACK","ACK",
"9946867","9.947 s","I²C","Address/data","Repeat start condition","Start repeat",
"9946883","9.947 s","I²C","Address/data","Address read","Address read: 28",
"9946994","9.947 s","I²C","Address/data","Address read","Read",
"9947033","9.947 s","I²C","Address/data","ACK","ACK",
"9947048","9.947 s","I²C","Address/data","Data read","Data read: 40",
"9947175","9.947 s","I²C","Address/data","ACK","ACK",
"9947240","9.947 s","I²C","Address/data","Data read","Data read: 00",
"9947366","9.947 s","I²C","Address/data","NACK","NACK",
"9947418","9.947 s","I²C","Address/data","Stop condition","Stop",
"9947459","9.947 s","I²C","Address/data","Start condition","Start",
"9947487","9.947 s","I²C","Address/data","Address write","Address write: 28",
"9947598","9.948 s","I²C","Address/data","Address write","Write",
"9947633","9.948 s","I²C","Address/data","ACK","ACK",
"9947652","9.948 s","I²C","Address/data","Data write","Data write: 00",
"9947796","9.948 s","I²C","Address/data","ACK","ACK",
